ref,content,tune,dance,quality,year,instrument,performer,parish,origin,collector,notes,comments,archive,datatype,file,duration,kivike,order
"RKM, Mgn. II 2122 c",Kilu Mari polka,Kilu-Mari polka,,Q3,1971,"pingipill, jauram, lõõts","Roman Itter, Hermeline Itter, Leonhard Kuusksalu",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2122--c)--Kilu_Mari_polka__ansambel.mp3,63.529,K0,41528
"RKM, Mgn. II 2122 d",Krakovjak,Krakovjak,,Q2,1971,"pingipill, jauram, lõõts","Roman Itter, Hermeline Itter, Leonhard Kuusksalu",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2122--d)--krakovjak__ansambel.mp3,47.615,K0,41529
"RKM, Mgn. II 2122 e",Külasimmani valss,,,,1971,"pingipill, jauram, lõõts","Roman Itter, Hermeline Itter, Leonhard Kuusksalu",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2122--e)--kylasimmani_valss__ansambel.mp3,112.991,K0,41530
"RKM, Mgn. II 2123 b",Savikoja venelane,Savikoja venelane,,Q2,1971,"pingipill, jauram, lõõts","Roman Itter, Hermeline Itter, Leonhard Kuusksalu",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__2001-3000/M2-2123--b)--Savikoja_venelane__ansambel.mp3,67.438,K0,41531
"RKM, Mgn. II 2123 c",Padispaan,Padespaan,,Q3,1971,"pingipill, jauram, lõõts","Roman Itter, Hermeline Itter, Leonhard Kuusksalu",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2123--c)--padispaan__ansambel.mp3,115.388,K0,41532
"RKM, Mgn. II 2124 a",Valss: Kasari laudpõrand,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2124--a)--valss_Kasari_laudporand__loots.mp3,156.131,K0,41533
"RKM, Mgn. II 2124 b",Polka: Korju keskmine,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2124--b)--polka_Korju_kesmine__loots.mp3,133.178,K0,41534
"RKM, Mgn. II 2124 c",Vana valss,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2124--c)--vana_valss__loots_jauram.mp3,194.834,K0,41535
"RKM, Mgn. II 2124 d",Valss: Tare all,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2124--d)--valss_Tare_all__loots_jauram.mp3,162.696,K0,41536
"RKM, Mgn. II 2125 a",Naeru polka,,,,1971,"lõõts, sarv","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2125--a)--naeru_polka__loots_sarv.mp3,62.083,K0,41537
"RKM, Mgn. II 2125 b",Hiire polka,,,,1971,"lõõts, kulbipill","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2125--b)--hiire_polka__loots_kulbipill.mp3,134.038,K0,41538
"RKM, Mgn. II 2125 c",Valss: Sinisilm,,,,1971,"lõõts, kulbipill","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2125--c)--valss_sinisilm__loots_kulbipill.mp3,193.305,K0,41539
"RKM, Mgn. II 2125 d",Kuku polka + vestl.,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2125--d)--kuku_polka__loots_jauram.mp3,393.387,K0,41540
"RKM, Mgn. II 2125 e",Pabeljoon,,,,1971,"lõõts, triangel","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2125--e)--pabeljoon__loots_triangel.mp3,114.467,K0,41541
"RKM, Mgn. II 2126 a",Jaani polka,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2126--a)--Jaani_polka__loots.mp3,129.266,K0,41542
"RKM, Mgn. II 2126 b",Sauga meeste valss,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2126--b)--Sauga_meeste_valss__loots.mp3,223.005,K0,41543
"RKM, Mgn. II 2126 c",Pulma polka,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2126--c)--pulma_polka__loots_jauram.mp3,177.808,K0,41544
"RKM, Mgn. II 2126 d","Polka: Ühe ma võtan, teise jätan",,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2126--d)--polka__loots_jauram.mp3,163.846,K0,41545
"RKM, Mgn. II 2126 f",Polka: Pisikene poiss,,,,1971,"lõõts, jauram","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2126--f)--o_mangime_siis__loots_jauram.mp3,104.817,K0,41546
"RKM, Mgn. II 2127 a",Kuhaanuška,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--a)--Kuhaanuska__loots.mp3,230.873,K0,41547
"RKM, Mgn. II 2127 b",Ehvaata,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--b)--no_votame_nyyd__loots.mp3,141.752,K0,41548
"RKM, Mgn. II 2127 c",Subota,Suboota,,Q3,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--c)--Subota__loots.mp3,147.727,K0,41549
"RKM, Mgn. II 2127 e",Kitaianka: Ma vaatsin aknast välja,Tinna / Musta peaga plika,,Q3,1971,"lõõts, sarv","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--e)--no_mangime_selle__loots_sarv.mp3,123.463,K0,41550
"RKM, Mgn. II 2127 f",Reilender: Mõisad põlevad,,,,1971,"lõõts, triangel","Roman Itter, Hermeline Itter",Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--f)--reilender__loots_triangel.mp3,159.771,K0,41551
"RKM, Mgn. II 2127 g",Vingerka,Vengerka (Sitikad ja satikad),,Q2,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__2001-3000/M2-2127--g)--vingerka__loots.mp3,136.275,K0,41552
"RKM, Mgn. II 2128 a",Külapolka,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2128--a)--kylapolka__loots.mp3,116.67,K0,41553
"RKM, Mgn. II 2128 b",Äiapapa polka,Tarvastu polka / Äiapapa polka,,Q3,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__2001-3000/M2-2128--b)--aiapapa_polka__loots.mp3,125.499,K0,41554
"RKM, Mgn. II 2128 c",Valss: Kevadunistus,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2128--c)--valss_kevadunistus__loots.mp3,170.75,K0,41555
"RKM, Mgn. II 2128 d",Uus valss,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2128--d)--uus_valss__loots.mp3,196.711,K0,41556
"RKM, Mgn. II 2128 e",Juku pulma valss,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2128--e)--ja_missugune_nyyd__loots.mp3,257.156,K0,41557
"RKM, Mgn. II 2129 a",Valss: Kes on mind ära nõidunud,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2129--a)--valss_Kes_on_mind__loots.mp3,147.451,K0,41558
"RKM, Mgn. II 2129 b",Kasemetsa valss,,,,1971,lõõts,Roman Itter,Pärnu linn,Tõstamaa khk.,Ingrid Rüütel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2129--b)--kasemetsa_valss__loots.mp3,153.607,K0,41559
"RKM, Mgn. II 2186 a",Polka,,,,1957,lõõts,Kaarel Neo,Muhu khk.,,Eesti Raadio reporter,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2186--a)--polka__loots.mp3,67.416,K0,41560
"RKM, Mgn. II 2186 b",Valss,,,,1957,lõõts,Aru Madis,Muhu khk.,,Eesti Raadio reporter,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2186--b)--pill_ulatatakse_edasi__loots.mp3,95.91,K0,41561
"RKM, Mgn. II 2186 c",Valss,,,,1957,lõõts,Helju Nõu,Muhu khk.,,Eesti Raadio reporter,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2186--c)--selles_peres_leidus__loots.mp3,52.05,K0,41562
"RKM, Mgn. II 2186 d",Valss: Muhumaa,,,,1957,lõõts,,Muhu khk.,,Eesti Raadio reporter,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__2001-3000/M2-2186--d)--kuid_kas_paaseb__loots.mp3,77.451,K0,41563
