ref,content,tune,dance,quality,year,instrument,performer,parish,origin,collector,notes,comments,archive,datatype,file,duration,kivike,order
"RKM, Mgn. II 3910 (1)",Krakovjak,Krakovjak,,Q2,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--01--kui_pikk_aeg_vai__pillil.mp3,179.912,K0,44042
"RKM, Mgn. II 3910 (2)",Loobeni surmalugu (polka),Loobeni polka,,Q3,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--02--Loobeni_surmalugu__pillil.mp3,143.826,K0,44043
"RKM, Mgn. II 3910 (3)",Valss,,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--03--valss__pillil.mp3,132.124,K0,44044
"RKM, Mgn. II 3910 (4)",Kui oli metsas põdrajaht (papiljon),Sepp / Papiljon,,Q2,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--04--siss_tuleb_valla_kyll__pillil.mp3,162.809,K0,44045
"RKM, Mgn. II 3910 (5)",Padespaan,Padespaan,,Q2,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--05--padespaan__pillil.mp3,55.181,K0,44046
"RKM, Mgn. II 3910 (6)",Reilender,,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--06--reilender__pillil.mp3,248.277,K0,44047
"RKM, Mgn. II 3910 (7)",Polka,,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--07--polka__pillil.mp3,189.163,K0,44048
"RKM, Mgn. II 3910 (8)",Jooksupolka,,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,Viis vaeva aimatav?,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--08--jooksupolka__pillil.mp3,251.652,K0,44049
"RKM, Mgn. II 3910 (9)",Valss (vanaisa tehtud),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--09--vanaisa_tehtud_valss__pillil.mp3,38.219,K0,44050
"RKM, Mgn. II 3910 (10)",Kui kukkus kägu (foks),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--10--kui_kukkus_kagu_foks__pillil.mp3,156.628,K0,44051
"RKM, Mgn. II 3910 (11)",Tuul puhub vihma sajab (valss),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--11--tuul_puhub_vihma_sajab__pillil.mp3,124.587,K0,44052
"RKM, Mgn. II 3910 (12)",Kodijärve valss,,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3910--12--Kodijarve_valss__pillil.mp3,228.992,K0,44053
"RKM, Mgn. II 3910 (13)",Neiuke tule (valss),,,,1985,"lõõts, laul",Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44054
"RKM, Mgn. II 3910 (14)",Õlu on meil kui (reilender),,,,1985,"lõõts, laul",Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44055
"RKM, Mgn. II 3910 (15)",Kui rõõmutund (valss),,,,1985,"lõõts, laul",Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44056
"RKM, Mgn. II 3910 (16)",Ma tahaksin kodus olla (valss),,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44057
"RKM, Mgn. II 3910 (17)",Läänemere lained (valss),,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44058
"RKM, Mgn. II 3910 (18)",Polka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44059
"RKM, Mgn. II 3910 (19)",Perekonna valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44060
"RKM, Mgn. II 3910 (20)",Padespaan,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44061
"RKM, Mgn. II 3910 (21)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44062
"RKM, Mgn. II 3910 (22)",Kaerajaan,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44063
"RKM, Mgn. II 3910 (23)",Step,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44064
"RKM, Mgn. II 3910 (24)",Vingerka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44065
"RKM, Mgn. II 3910 (25)",Reilender,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44066
"RKM, Mgn. II 3910 (26)",Krakovjak,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44067
"RKM, Mgn. II 3910 (27)",Foks,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44068
"RKM, Mgn. II 3910 (28)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44069
"RKM, Mgn. II 3910 (29)",Papiljon,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44070
"RKM, Mgn. II 3910 (30)",Polka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44071
"RKM, Mgn. II 3910 (31)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,,,K0,44072
"RKM, Mgn. II 3911 (1)",Neiuke tule (valss),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--01--neiuke_tule_valss__pillil.mp3,101.678,K0,44073
"RKM, Mgn. II 3911 (2)",Õlu on meil (reilender),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--02--olu_on_meil_reilender__pillil.mp3,181.693,K0,44074
"RKM, Mgn. II 3911 (3)",Kui rõõmu tund (valss),,,,1985,lõõts,Ludvig Õrak,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--03--kui_roomu__tund_valss__pillil.mp3,205.115,K0,44075
"RKM, Mgn. II 3911 (4)",Ma tahaksin kodus olla (valss),Ma tahaksin kodus olla,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--04--ma_tahaksin_kodus_olla__pillil.mp3,88.82,K0,44076
"RKM, Mgn. II 3911 (5)",Läänemere lained (valss),Läänemere lained,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--05--Laanemere_lained_valss__pillil.mp3,165.361,K0,44077
"RKM, Mgn. II 3911 (6)",Polka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--06--polka__pillil.mp3,112.09,K0,44078
"RKM, Mgn. II 3911 (7)",Perekonnavalss,Perekonnavalss,,Q3,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--07--perekonnavalss__pillil.mp3,119.866,K0,44079
"RKM, Mgn. II 3911 (8)",Padespaan,Padespaan,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--08--padespaan__pillil.mp3,78.816,K0,44080
"RKM, Mgn. II 3911 (9)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--09--valss__pillil.mp3,83.564,K0,44081
"RKM, Mgn. II 3911 (10)",Kaerajaan,Kaerajaan,,Q3,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--10--kaerajaan__pillil.mp3,77.812,K0,44082
"RKM, Mgn. II 3911 (11)",Step,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--11--step__pillil.mp3,101.162,K0,44083
"RKM, Mgn. II 3911 (12)",Vingerka,Vengerka (Sitikad ja satikad),,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--12--vingerka__pillil.mp3,98.309,K0,44084
"RKM, Mgn. II 3911 (13)",Reilender,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--13--reilender__pillil.mp3,94.361,K0,44085
"RKM, Mgn. II 3911 (14)",Krakovjak,Krakovjak,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--14--krakovjak__pillil.mp3,92.845,K0,44086
"RKM, Mgn. II 3911 (15)",Foks,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--15--foks__pillil.mp3,129.683,K0,44087
"RKM, Mgn. II 3911 (16)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--16--valss__pillil.mp3,89.812,K0,44088
"RKM, Mgn. II 3911 (17)",Papiljon,Padespaan,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,Padespaan,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--17--papiljon__pillil.mp3,104.187,K0,44089
"RKM, Mgn. II 3911 (18)",Polka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--18--polka__pillil.mp3,109.212,K0,44090
"RKM, Mgn. II 3911 (19)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3911--19--valss__pillil.mp3,71.942,K0,44091
"RKM, Mgn. II 3912 (1)",Polka,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--01--polka__pillil.mp3,93.33,K0,44092
"RKM, Mgn. II 3912 (2)",Valss,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--02--valss__pillil.mp3,196.97,K0,44093
"RKM, Mgn. II 3912 (3)",Anna andeks (padespaan),Padespaan,,Q2,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--03--anna_andeks_padespaan__pillil.mp3,138.58,K0,44094
"RKM, Mgn. II 3912 (4)",Küll oli külas küürakaid (krakovjak),Krakovjak,,Q2,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--04--kyll_oli_kylas_kyyrakaid__pillil.mp3,80.922,K0,44095
"RKM, Mgn. II 3912 (5)",Väike aed (valss),,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--05--vaike_aed_valss__pillil.mp3,218.676,K0,44096
"RKM, Mgn. II 3912 (6)",Polka,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--06--polka__pillil.mp3,115.334,K0,44097
"RKM, Mgn. II 3912 (7)",Harakad varesed seamolli sööma (step),,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--07--harakad_varesed_seamolli_sooma_step__pillil.mp3,83.252,K0,44098
"RKM, Mgn. II 3912 (8)",Vingerka,Jooksupolka,,Q2,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--08--vingerka__pillil.mp3,63.588,K0,44099
"RKM, Mgn. II 3912 (9)",Reilender,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--09--reilender__pillil.mp3,105.583,K0,44100
"RKM, Mgn. II 3912 (10)","Sepp, sepp, üdsekott (papiljon)",Sepp / Papiljon,,Q2,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--10--sepp_sepp_ydsekott_papiljon__pillil.mp3,117.035,K0,44101
"RKM, Mgn. II 3912 (11)",Polka,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--11--polka__pillil.mp3,95.056,K0,44102
"RKM, Mgn. II 3912 (12)",Jooksupolka,Vengerka (Sitikad ja satikad),,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,Vengerka?,"RKM, Mgn. II",TY,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--12--jooksupolka__pillil.mp3,85.495,K0,44103
"RKM, Mgn. II 3912 (13)",Läänemere lained (valss),Läänemere lained,,Q2,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--13--Laanemere_lained_valss__pillil.mp3,156.716,K0,44104
"RKM, Mgn. II 3912 (14)",Las jääda nii kui oli (valss),Las jääda nii kuis oli,,Q3,1985,lõõts,Ülle Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--14--las_jaada_nii_kui_oli_valss__pillil.mp3,127.631,K0,44105
"RKM, Mgn. II 3912 (15)",Tõmba Jüri polka,Tõmba Jüri,,Q3,1985,lõõts,Ülle Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--15--tomba_Jyri_polka__pillil.mp3,84.289,K0,44106
"RKM, Mgn. II 3912 (16)",Valss,,,,1985,lõõts,Ülle Laanesaar,Kambja khk.,,Ain Urbel,,Ma tahaksin kodus olla?,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--16--valss__pillil.mp3,84.083,K0,44107
"RKM, Mgn. II 3912 (17)",Uhke postipoiss (foks),Postipoiss,,Q2,1985,lõõts,Ülle Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--17--uhke_postipoiss_foks__pillil.mp3,102.279,K0,44108
"RKM, Mgn. II 3912 (18)",Läänemere lained (valss),Läänemere lained,,Q1,1985,kannel,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--18--Laanemere_lained_valss__pillil.mp3,121.459,K0,44109
"RKM, Mgn. II 3912 (19)",Polka,Sangaste polka,,,1985,kannel,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TX,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--19--polka__pillil.mp3,104.68,K0,44110
"RKM, Mgn. II 3912 (20)",Valss,,,,1985,kannel,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--20--valss__pillil.mp3,315.707,K0,44111
"RKM, Mgn. II 3912 (21)",Padespaan,Padespaan,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--21--padespaan__pillil.mp3,88.541,K0,44112
"RKM, Mgn. II 3912 (22)",Emajõe peal (valss),Emajõe jutustus,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--22--Emajoe_peal_valss__pillil.mp3,89.353,K0,44113
"RKM, Mgn. II 3912 (23)",Ma tahaksin kodus olla (valss),Ma tahaksin kodus olla,,Q1,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--23--ma_tahaksin_kodus_olla_valss__pillil.mp3,90.387,K0,44114
"RKM, Mgn. II 3912 (24)",Jää vabaks Eesti...,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3912--24--jaa_vabaks__Eesti__pillil.mp3,148.854,K0,44115
"RKM, Mgn. II 3913 (1)",Kas mäletad (valss),,,,1985,"lõõts, kannel","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--01--kas_maletad_valss__pillil.mp3,96.602,K0,44116
"RKM, Mgn. II 3913 (2)",Saaremaa valss,Ma vaatan paadist kiikriga,,Q2,1985,"lõõts, kannel","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--02--Saaremaa_valss__pillil.mp3,113.581,K0,44117
"RKM, Mgn. II 3913 (3)",Polka,,,,1985,"lõõts, kannel","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--03--polka__pillil.mp3,95.352,K0,44118
"RKM, Mgn. II 3913 (4)",Krakovjak,Krakovjak,,Q2,1985,"lõõts, kannel","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--04--krakovjak__pillil.mp3,93.276,K0,44119
"RKM, Mgn. II 3913 (5)",Perekonnavalss,Perekonnavalss,,Q3,1985,"lõõts, kannel","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--05--perekonnavalss__pillil.mp3,88.385,K0,44120
"RKM, Mgn. II 3913 (6)",Tõmba Jüri polka,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,"Vale fail? Teine viis, kannel puudub","RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--06--tomba_Jyri__pillil.mp3,84.166,K0,44121
"RKM, Mgn. II 3913 (7)",Kevad õites (valss),Mäletad kevadet õites,,Q2,1985,"lõõts, lehepill","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--07--kevad_oites_valss__pillil.mp3,101.241,K0,44122
"RKM, Mgn. II 3913 (8)",Saaremaa valss,Ma vaatan paadist kiikriga,,Q2,1985,"lõõts, lehepill","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--08--Saaremaa_valss__pillil.mp3,63.415,K0,44123
"RKM, Mgn. II 3913 (9)",Valss,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--09--valss__pillil.mp3,60.809,K0,44124
"RKM, Mgn. II 3913 (10)",Padespaan,Padespaan,,Q2,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--10--padespaan__pillil.mp3,112.29,K0,44125
"RKM, Mgn. II 3913 (11)",Step,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--11--step__pillil.mp3,76.444,K0,44126
"RKM, Mgn. II 3913 (12)",Foks,,,,1985,"kannel, lõõts","Ülle Laanesaar, August Laanesaar",Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--12--foks__pillil.mp3,80.711,K0,44127
"RKM, Mgn. II 3913 (13)",Poisse tuli nagu torust (valss),,,,1985,kannel,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--13--poisse_tuli_nagu_torust_valss__pillil__l.mp3,118.504,K0,44128
"RKM, Mgn. II 3913 (14)","Tead sina, sõber",,,,1985,"kannel, laul",August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--14--tead_sina_sober__pillil__l.mp3,126.749,K0,44129
"RKM, Mgn. II 3913 (15)",See oli üks järvakandi poiss (valss),Järvakandi reilender,,Q2,1985,"kannel, laul",August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--15--see_oli_kord_yks_Jarvakandi_poiss__pillil__l.mp3,91.718,K0,44130
"RKM, Mgn. II 3913 (16)",Eureeka,,,,1985,"kannel, laul",August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--16--eureka__pillil__l.mp3,30.965,K0,44131
"RKM, Mgn. II 3913 (17)",Valss,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--17--valss__pillil.mp3,104.374,K0,44132
"RKM, Mgn. II 3913 (18)",Kas tunned maad,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--18--kas_tunned_maad__pillil.mp3,74.303,K0,44133
"RKM, Mgn. II 3913 (19)",Polka,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--19--polka__pillil.mp3,71.294,K0,44134
"RKM, Mgn. II 3913 (20)",Valss,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--20--valss__pillil.mp3,71.805,K0,44135
"RKM, Mgn. II 3913 (21)",Valss,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--21--valss__pillil.mp3,96.896,K0,44136
"RKM, Mgn. II 3913 (22)",Valss,,,,1985,lõõts,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--22--valss__pillil.mp3,80.489,K0,44137
"RKM, Mgn. II 3913 (23)",Valss,,,,1985,kannel,August Laanesaar,Kambja khk.,,Ain Urbel,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3913--23--valss__pillil.mp3,156.44,K0,44138
"RKM, Mgn. II 3920 (3)",Metsas oli põdrajaht,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--03--metsas_oli_podrajaht__pillil.mp3,56.895,K0,44139
"RKM, Mgn. II 3920 (4)",Krakovjak,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,,,K0,44140
