ref,content,piece,melody,year,instrument,performer,,location,collector,notes,comments,archive,file,kivike,order
"RKM, Mgn. ER 10 (9)",Valss,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--09--valss__pillil.mp3,,50140
"RKM, Mgn. ER 10 (10)",Polka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--10--polka__pillil.mp3,,50141
"RKM, Mgn. ER 10 (11)",Valss,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--11--valss__pillil.mp3,,50142
"RKM, Mgn. ER 10 (12)",Polka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--12--polka__pillil.mp3,,50143
"RKM, Mgn. ER 10 (13)",Eesti polka.,,,1960 - 1969,kannel,"Elmar Luhats, Toivo Luhats",,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--13--Eesti_polka__pillil.mp3,,50144
"RKM, Mgn. ER 10 (14)",Põimik nõukogude rahvaste viisidest,,,1960 - 1969,kannel,"Elmar Luhats, Toivo Luhats",,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--14--poimik_noukogude_rahvaste_viisidest__pillil.mp3,,50145
"RKM, Mgn. ER 10 (15)",Järv läigib ehapaistel...,,,1960 - 1969,"kannel, laul",Elmar Luhats,,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--15--jarv_laigib_ehapaistel__pillil_l.mp3,,50146
"RKM, Mgn. ER 10 (16)",Oi seda pidu ja põlve.,,,1960 - 1969,"põispill, kannel","Elmar Luhats, Toivo Luhats",,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--16--oi_seda_pidu_ja_polve__pillil.mp3,,50147
"RKM, Mgn. ER 10 (17)","Eesti rahvaviis ""Lauliku lapsepõli""",,,1960 - 1969,"põispill, kannel","Elmar Luhats, Toivo Luhats",,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--17--Eesti_rahvaviis_lauliku_lapsepoli__pillil.mp3,,50148
"RKM, Mgn. ER 10 (18)","Eesti rahvaviis ""Pulmalust""",,,1960 - 1969,"kannel, põispill","Elmar Luhats, Toivo Luhats",,Tartu linn,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--18--Eesti_rahvaviis_pulmalust__pillil.mp3,,50149
"RKM, Mgn. ER 11 (1)","Valss ""Koiva kaldal""",,,1961,kannel,Aleksander Parkja,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--01--valss_Koiva_kaldal__pillil.mp3,,50150
"RKM, Mgn. ER 11 (2)","Valss ""Kalamehe mõrsja""",,,1961,kannel,Aleksander Parkja,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--02--valss_kalamehe_morsja__pillil.mp3,,50151
"RKM, Mgn. ER 11 (3)",Juudi polka,,,1961,kannel,Aleksander Parkja,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--03--juudi_polka__pillil.mp3,,50152
"RKM, Mgn. ER 11 (4)","Valss ""Sinine rätt""",,,1961,kannel,Aleksander Parkja,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--04--valss_sinine_ratt__pillil.mp3,,50153
"RKM, Mgn. ER 11 (5)",Kivisilla polka,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--05--Kivisilla_polka__pillil.mp3,K1,50154
"RKM, Mgn. ER 11 (6)","Reilender ""Teised naised""",,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--06--reinlender_teised_naised__pillil.mp3,,50155
"RKM, Mgn. ER 11 (7)",Vastse-Kuuste polka,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--07--Vastse-Kuuste_polka__pillil.mp3,,50156
"RKM, Mgn. ER 11 (8)","Lauluviis ""Järvel""",,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--08--lauluviis_jarvel__pillil.mp3,,50157
"RKM, Mgn. ER 11 (9)",Pulmapolka,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--09--pulmapolka__pillil.mp3,,50158
"RKM, Mgn. ER 11 (10)",Kajaka valss,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--10--kajaka_valss__pillil.mp3,,50159
"RKM, Mgn. ER 11 (11)",Ratsa polka,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--11--ratsa_polka__pillil.mp3,,50160
"RKM, Mgn. ER 11 (12)","Lauluviis ""Kui õhtu ehal mere ääres""",,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--12--lauluviis_kui_ohtu_ehal_mere_aares__pillil.mp3,,50161
"RKM, Mgn. ER 11 (13)","Valss ""Koiva jõe kaldal""",,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--13--valss_Koiva_joe_kaldal__pillil.mp3,,50162
"RKM, Mgn. ER 11 (14)",Mulgi polka,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--14--mulgi_polka__pillil.mp3,,50163
"RKM, Mgn. ER 11 (15)",Kui läks neiu kõndima,,,1961,lõõts,Meinhard Pille,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--15--kui_laks_neiu_kondima__pillil.mp3,,50164
"RKM, Mgn. ER 11 (16)",Lutusarve lugu,,,1961,sokusarv,Arnold Plees,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--16--lutusarve_lugu__pillil.mp3,,50165
"RKM, Mgn. ER 11 (17)",Sarvelugu,,,1961,sokusarv,Arnold Plees,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--17--sarvelugu__pillil.mp3,,50166
"RKM, Mgn. ER 11 (18)",Sokusarve sõrmilise lugu,,,1961,sokusarv,Arnold Plees,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0011--18--sokusarve_sormilise_lugu__pillil.mp3,,50167
"RKM, Mgn. ER 12 (1)","Valss ""Kell kolm hommikul""",,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--01--valss_kell_kolm_hommikul__pillil.mp3,,50168
"RKM, Mgn. ER 12 (2)",Noorsoo polka,,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--02--noorsoo_polka__pillil.mp3,,50169
"RKM, Mgn. ER 12 (3)",Reilender,,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--03--reinlender__pillil.mp3,,50170
"RKM, Mgn. ER 12 (4)",Vengerka,,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--04--vengerka__pillil.mp3,,50171
"RKM, Mgn. ER 12 (5)",Pritsimeeste valss,,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--05--pritsimeeste_valss__pillil.mp3,,50172
"RKM, Mgn. ER 12 (6)",Marupolka,,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--06--marupolka__pillil.mp3,,50173
"RKM, Mgn. ER 12 (7)",Padespaan,Padespaan,,1960 - 1969,kannel,Karl Pukk,,Viru-Nigula khk.,Aino Strutzkin,,Tüüp. A,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--07--padespaan__pillil.mp3,,50174
"RKM, Mgn. ER 12 (8)","Valss ""Mets mühiseb""",Mets mühiseb,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--08--valss_mets_myhiseb__pillil.mp3,,50175
"RKM, Mgn. ER 12 (9)","Valss ""Kui ma alles noor veel olin""",,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--09--valss_kui_ma_alles_noor_veel_olin__pillil.mp3,K1,50176
"RKM, Mgn. ER 12 (10)",Valss,,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--10--valss__pillil.mp3,,50177
"RKM, Mgn. ER 12 (11)",Polka,,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--11--polka__pillil.mp3,,50178
"RKM, Mgn. ER 12 (12)",Krakovjak,,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--12--krakovjak__pillil.mp3,,50179
"RKM, Mgn. ER 12 (13)",Valss,,,1960 - 1969,kannel,Arnold Puusepp,,Rannu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0012--13--valss__pillil.mp3,,50180
"RKM, Mgn. ER 13 (1)",Manni polka,,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--01--Manni_polka__pillil.mp3,,50181
"RKM, Mgn. ER 13 (2)",Vana valss,,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--02--vana_valss__pillil.mp3,,50182
"RKM, Mgn. ER 13 (3)",Polka (omalooming),,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--03--polka_omal__pillil.mp3,,50183
"RKM, Mgn. ER 13 (4)",Valss (omalooming),,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--04--valss_omal__pillil.mp3,,50184
"RKM, Mgn. ER 13 (5)",Vana reilender,,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--05--vana_reinlender__pillil.mp3,,50185
"RKM, Mgn. ER 13 (6)","Polka ""Kui naine minu pahandab""",,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--06--polka_kui_naine_minu_pahandab__pillil.mp3,,50186
"RKM, Mgn. ER 13 (7)",Vana valss,,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--07--vana_valss__pillil.mp3,,50187
"RKM, Mgn. ER 13 (8)",Polka,,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--08--polka__pillil.mp3,,50188
"RKM, Mgn. ER 13 (9)",Marss (omalooming),,,1961,kannel,"Mihkel Prüüs, August Läte",,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--09--marss_omal__pillil.mp3,,50189
"RKM, Mgn. ER 13 (10)",Papiljoni polka,,,1961,lõõts,Anton Pärnamets,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--10--Papiljoni_polka__pillil.mp3,,50190
"RKM, Mgn. ER 13 (11)",Mõniste polka,,,1961,lõõts,Anton Pärnamets,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--11--Moniste_polka__pillil.mp3,,50191
"RKM, Mgn. ER 13 (12)",Perekonna valss,Perekonnavalss,I <-- ?,1961,lõõts,Anton Pärnamets,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--12--perekonna_valss__pillil.mp3,,50192
"RKM, Mgn. ER 13 (13)",Kandlelugu,,,1961,kannel,Bernhard Pärnamets,,Urvaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--13--kandlelugu__pillil.mp3,,50193
"RKM, Mgn. ER 13 (14)",Valss,,,1957,lõõts,Vassili Randmets,,Muhu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0013--14--valss__pillil.mp3,,50194
"RKM, Mgn. ER 14 (1)",Truuduse valss omalooming,,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--01--truuduse_valss_omal__pillil.mp3,,50195
"RKM, Mgn. ER 14 (2)","Valss ""Ära unusta mind""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--02--valss_ara_unusta_mind__pillil.mp3,,50196
"RKM, Mgn. ER 14 (3)",Vanapoisi polka,,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--03--vanapoisi_polka__pillil.mp3,,50197
"RKM, Mgn. ER 14 (4)","Valss ""Kaks-pool aastat ma naisemees olin""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--04--valss_kaks-pool_aastat_ma_naisemees_olin__pillil.mp3,,50198
"RKM, Mgn. ER 14 (5)","Polka ""Loobeni surmalugu""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--05--polka_Loobeni_surmalugu__pillil.mp3,,50199
"RKM, Mgn. ER 14 (6)","Valss ""Joomist ei jäta ma maha""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--06--valss_joomist_ei_jata_ma_maha__pillil.mp3,,50200
"RKM, Mgn. ER 14 (7)","Valss ""Mul lilled õitsvad aasa peal""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--07--valss_mul_lilled_oitsvad_aasa_peal__pillil.mp3,,50201
"RKM, Mgn. ER 14 (8)","Valss ""Vana rahetare""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--08--valss_vana_rehetare__pillil.mp3,,50202
"RKM, Mgn. ER 14 (9)",Külapolka,,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--09--kylapolka__pillil.mp3,,50203
"RKM, Mgn. ER 14 (10)","Valged, süütud roosid",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0014--10--valged_syytud_roosid__pillil.mp3,,50204
"RKM, Mgn. ER 15 (1)","Valss ""Õrn kevade""",,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--01--valss_orn_kevade__pillil.mp3,,50205
"RKM, Mgn. ER 15 (2)","Rmngl. ""Pruudipärg""",,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--02--rmngl_pruudiparg__pillil.mp3,,50206
"RKM, Mgn. ER 15 (3)","Valss ""Õhtu rahu""",,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--03--valss_ohtu_rahu__pillil.mp3,,50207
"RKM, Mgn. ER 15 (4)",Läti kikkapuu,,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--04--Lati_kikkapuu__pillil.mp3,,50208
"RKM, Mgn. ER 15 (5)","Valss ""Kes viib mind sinna maale""",,,1960,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--05--valss_kes_viib_mind_sinna_maale__pillil.mp3,,50209
"RKM, Mgn. ER 15 (6)",Vanaaegne tantsulugu,,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--06--vanaaegne_tantsulugu__pillil.mp3,,50210
"RKM, Mgn. ER 15 (7)",Vana lainete valss,,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--07--vana_lainete_valss__pillil.mp3,,50211
"RKM, Mgn. ER 15 (8)",Karste polka,,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--08--Karste_polka__pillil.mp3,,50212
"RKM, Mgn. ER 15 (9)","Valss ""Lilled õitsvad aasal""",,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--09--valss_liled_oitsvad_aasal__pillil.mp3,,50213
"RKM, Mgn. ER 15 (10)","Polka ""Vanapoisi polka""",,,1961,kannel,Elmar Raudsepp,,Pilistvere khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--10--vanapoisi_polka__pillil.mp3,,50214
"RKM, Mgn. ER 15 (11)","Valss ""Meremeeste seiklus""",,,1961,kannel,Elmar Raudsepp,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0015--11--valss_meremeeste_seiklus__pillil.mp3,,50215
"RKM, Mgn. ER 16 (1)",Arglik armastus.,,,1960 - 1969,lõõts,Richard Reino,,Kambja khk.,Aino Strutzkin,Elukoht ei olnud heliregistris märgitud.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--01--arglik_armastus__pillil.mp3,,50216
"RKM, Mgn. ER 16 (2)",Kui lõõtspill naljatab.,,,1960 - 1969,lõõts,Richard Reino,,Kambja khk.,Aino Strutzkin,Elukoht ei olnud heliregistris märgitud.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--02--kui_lootspill_naljatab__pillil.mp3,,50217
"RKM, Mgn. ER 16 (3)",Eesti polka.,,,1960 - 1969,"lõõts, roopill","Richard Reino, Endel Koitlepp",,Kambja khk.,Aino Strutzkin,Elukoht ei olnud heliregistris märgitud.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--03--Eesti_polka__pillil.mp3,,50218
"RKM, Mgn. ER 16 (4)",Mind kutsuti pulma.,,,1960 - 1969,"lõõts, roopill","Richard Reino, Endel Koitlepp",,Kambja khk.,Aino Strutzkin,Elukoht ei olnud heliregistris märgitud.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--04--mind_kutsuti_pulma__pillil.mp3,,50219
"RKM, Mgn. ER 16 (5)",Kodumaa valss.,,,1960 - 1969,kannel,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--05--kodumaa_valss__pillil.mp3,,50220
"RKM, Mgn. ER 16 (6)",Küla polka.,,,1960 - 1969,kannel,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--06--kyla_polka__pillil.mp3,,50221
"RKM, Mgn. ER 16 (7)",Valss.,,,1960 - 1969,kannel,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--07--valss__pillil.mp3,,50222
"RKM, Mgn. ER 16 (8)",Polka.,,,1960 - 1969,kannel,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--08--polka__pillil.mp3,,50223
"RKM, Mgn. ER 16 (9)",Polka.,,,1960 - 1969,lõõts,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--09--kolhoosi_polka__pillil.mp3,,50224
"RKM, Mgn. ER 16 (10)",Mai valss.,,,1960 - 1969,lõõts,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--10--mai_valss_omal__pillil.mp3,,50225
"RKM, Mgn. ER 16 (11)",Polka.,,,1960 - 1969,lõõts,Hendrik Rääbis,,Valga khk.,Aino Strutzkin,Elukoht heliregistris märkimata.,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--11--polka__pillil.mp3,,50226
"RKM, Mgn. ER 16 (12)",Urvaste valss.,,,1960 - 1969,"sikusarv, klaver",Hilja Rööp,,Urvaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--12--Urvaste_valss__pillil.mp3,,50227
"RKM, Mgn. ER 16 (13)","Valss ""Mälestus"".",,,1962,kannel,Robert Salmu,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--13--valss_malestus__pillil.mp3,,50228
"RKM, Mgn. ER 16 (14)",Kikka polka,,,1962,kannel,Robert Salmu,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--14--kikka_polka__pillil.mp3,,50229
"RKM, Mgn. ER 16 (15)",Savikoja venelane,,,1962,kannel,Robert Salmu,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--15--savikoa_venelane__pillil.mp3,,50230
"RKM, Mgn. ER 16 (16)","Valss ""Mõtisklus""",,,1962,kannel,Robert Salmu,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--16--valss_motisklus__pillil.mp3,,50231
"RKM, Mgn. ER 16 (17)",Noorte polka,,,1962,kannel,Robert Salmu,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--17--noorte_polka__pillil.mp3,,50232
"RKM, Mgn. ER 16 (18)",Polka,,,1962,lõõts,"Ernst Kopp, Robert Salmu",,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--18--polka__pillil.mp3,,50233
"RKM, Mgn. ER 16 (19)",Single polka,,,1962,lõõts,"Ernst Kopp, Robert Salmu",,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--19--Single_polka__pillil.mp3,,50234
"RKM, Mgn. ER 16 (20)","Valss ""Üks noormees""",,,1962,lõõts,"Ernst Kopp, Robert Salmu",,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0016--20--valss_yks_noormees__pillil.mp3,,50235
"RKM, Mgn. ER 17 (1)",Valss,,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--01--valss__pillil.mp3,,50236
"RKM, Mgn. ER 17 (2)","Rootsi rahvaviis ""Tantsukingad""",,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--02--Rootsi_rahvav_tantsukingad__pillil.mp3,,50237
"RKM, Mgn. ER 17 (3)","Saksa rahvaviis ""Lainetel""",,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--03--Saksa_rahvav_lainetel__pillil.mp3,,50238
"RKM, Mgn. ER 17 (4)",Polka,,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--04--polka__pillil.mp3,,50239
"RKM, Mgn. ER 17 (5)",Ei me ette tea,,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--05--ei_me_ette_tea__pillil.mp3,,50240
"RKM, Mgn. ER 17 (6)",Kui kungla rahvas,,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--06--kui_Kungla_rahvas__pillil.mp3,,50241
"RKM, Mgn. ER 17 (7)",Viljandi paadimees,Viljandi paadimees,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--07--Viljandi_paadimees__pillil.mp3,,50242
"RKM, Mgn. ER 17 (8)","Ameerika rahvaviis ""Heale sõbrale""",,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--08--Ameerika_rahvav_heale_sobrale__pillil.mp3,,50243
"RKM, Mgn. ER 17 (9)","Valss ""Süda ihaldab laineid""",,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--09--valss_syda_ihaldab_laineid__pillil.mp3,,50244
"RKM, Mgn. ER 17 (10)",Valss (omalooming),,,1959,kannel,Heino Sõna,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0017--10--valss_omal__pillil.mp3,,50245
